Set	Reference	pval	odds.ratio	intersection	union	FDR_AdjP	Jaccard	Bonf_AdjP	BH_AdjP	name_full	group	OR.ci95.down	OR.ci95.up
myTestGenes	GO_POST_EMBRYONIC_ANIMAL_ORGAN_DEVELOPMENT	4.7260086077927e-05	16.9031742767853	5	531	0.162852770627632	0.00941619585687382	0.220515561639607	0.162852770627632	AD	msigdbSetsPruned	5.75691141358657	49.6303104399125
myTestGenes	GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME	7.34824620946495e-05	5.07921276168029	10	588	0.162852770627632	0.0170068027210884	0.342869168133635	0.162852770627632	AD	msigdbSetsPruned	2.59842529783987	9.92847564248342
myTestGenes	GO_CELLULAR_MACROMOLECULE_LOCALIZATION	0.000104706024835597	1.63488027465504	80	2265	0.162852770627632	0.0353200883002208	0.488558311882897	0.162852770627632	AD	msigdbSetsPruned	1.28184921000314	2.08513879136344
myTestGenes	GO_PROTEIN_LOCALIZATION_TO_ORGANELLE	0.000144960740616933	1.87866205238466	46	1377	0.169096703929653	0.0334059549745824	0.676386815718611	0.169096703929653	AD	msigdbSetsPruned	1.37741081783709	2.5623227735442
myTestGenes	GO_ORGANELLE_ASSEMBLY	0.00025762385463851	1.9114751718511	40	1249	0.240414581148658	0.0320256204963971	1	0.240414581148658	AD	msigdbSetsPruned	1.37288903342965	2.66134934698669
myTestGenes	REACTOME_SIGNALING_BY_ROBO_RECEPTORS	0.000472500756704921	2.79075109939432	16	717	0.318786724140117	0.0223152022315202	1	0.318786724140117	AD	msigdbSetsPruned	1.66375668975662	4.68114823923556
myTestGenes	GO_CHROMOSOME_ORGANIZATION	0.00049389367130854	1.70697815282851	52	1586	0.318786724140117	0.0327868852459016	1	0.318786724140117	AD	msigdbSetsPruned	1.27331228964986	2.28834233197818
myTestGenes	GO_REGULATION_OF_CHROMOSOME_ORGANIZATION	0.000549073708903581	2.37032856999537	21	825	0.318786724140117	0.0254545454545455	1	0.318786724140117	AD	msigdbSetsPruned	1.50974993770651	3.72144908862949
myTestGenes	GO_APPENDAGE_DEVELOPMENT	0.000625531213010093	2.9485139704417	14	683	0.318786724140117	0.020497803806735	1	0.318786724140117	AD	msigdbSetsPruned	1.6958896976326	5.12635618108067
myTestGenes	REACTOME_TCR_SIGNALING	0.000683212010587478	3.46530523718331	11	629	0.318786724140117	0.0174880763116057	1	0.318786724140117	AD	msigdbSetsPruned	1.85197773498889	6.4840630424329
myTestGenes	GO_POST_EMBRYONIC_DEVELOPMENT	0.000852714470059821	3.96825543747087	9	598	0.349694050369696	0.0150501672240803	1	0.349694050369696	AD	msigdbSetsPruned	1.97841367207633	7.95943307472734
myTestGenes	GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	0.000899341749772044	2.61522906542251	16	730	0.349694050369696	0.0219178082191781	1	0.349694050369696	AD	msigdbSetsPruned	1.56095643865346	4.38155921284431
myTestGenes	GO_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	0.0011168484776615	4.83887538542799	7	570	0.400862692059119	0.012280701754386	1	0.400862692059119	AD	msigdbSetsPruned	2.18120970365185	10.734738139345
myTestGenes	GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	0.00141812547657323	1.66039645568123	47	1505	0.472640962406477	0.0312292358803987	1	0.472640962406477	AD	msigdbSetsPruned	1.22201125291811	2.25604828388888
myTestGenes	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.00156646985638462	6.75664683784405	5	546	0.487276556659374	0.00915750915750916	1	0.487276556659374	AD	msigdbSetsPruned	2.57627233021207	17.7202836656597
myTestGenes	GO_PROTEIN_POLYUBIQUITINATION	0.00241161462801841	2.22819511840974	18	797	0.70328711589587	0.0225846925972397	1	0.70328711589587	AD	msigdbSetsPruned	1.37192606224567	3.61889289979531
myTestGenes	GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	0.00281583811469863	7.93795885922485	4	538	0.71425183439807	0.00743494423791822	1	0.71425183439807	AD	msigdbSetsPruned	2.66163510515514	23.6738652600067
myTestGenes	GO_COVALENT_CHROMATIN_MODIFICATION	0.00293827004450402	1.97496329401468	23	920	0.71425183439807	0.025	1	0.71425183439807	AD	msigdbSetsPruned	1.28518994459253	3.03494439021772
myTestGenes	GO_POST_EMBRYONIC_ANIMAL_MORPHOGENESIS	0.00335329204909045	12.629543867625	3	529	0.71425183439807	0.0056710775047259	1	0.71425183439807	AD	msigdbSetsPruned	3.34089326578916	47.7433325804224
myTestGenes	GO_REGULATION_OF_DEACETYLASE_ACTIVITY	0.00335329204909045	12.629543867625	3	529	0.71425183439807	0.0056710775047259	1	0.71425183439807	AD	msigdbSetsPruned	3.34089326578916	47.7433325804224
myTestGenes	GO_NEGATIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	0.00336372233348224	7.49402303501279	4	539	0.71425183439807	0.00742115027829314	1	0.71425183439807	AD	msigdbSetsPruned	2.52729593222421	22.2215295538726
myTestGenes	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.00337769190372795	2.05962012560581	20	853	0.71425183439807	0.0234466588511137	1	0.71425183439807	AD	msigdbSetsPruned	1.30028476828235	3.26238925908834
myTestGenes	GO_VIRAL_GENE_EXPRESSION	0.00352074414726867	2.51338554164186	13	697	0.71425183439807	0.0186513629842181	1	0.71425183439807	AD	msigdbSetsPruned	1.4211099703303	4.44519214756202
myTestGenes	REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	0.00397748231635027	3.38786439588493	8	601	0.761448082083907	0.0133111480865225	1	0.761448082083907	AD	msigdbSetsPruned	1.62926286999821	7.04467362281287
myTestGenes	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.00418864783257732	1.69184081320851	34	1213	0.761448082083907	0.0280296784830998	1	0.761448082083907	AD	msigdbSetsPruned	1.18521960051457	2.41501687619352
myTestGenes	GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.00437557237068662	11.2245154378293	3	530	0.761448082083907	0.00566037735849057	1	0.761448082083907	AD	msigdbSetsPruned	3.02985509166142	41.5827632023756
myTestGenes	GO_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	0.00445488023654318	2.34750781568017	14	724	0.761448082083907	0.0193370165745856	1	0.761448082083907	AD	msigdbSetsPruned	1.35609159999253	4.0637320846983
myTestGenes	GO_PROTEIN_K48_LINKED_UBIQUITINATION	0.00456934125553995	4.22601250409237	6	569	0.761448082083907	0.0105448154657293	1	0.761448082083907	AD	msigdbSetsPruned	1.80045862720629	9.91924025072244
myTestGenes	GO_PROTEIN_ACYLATION	0.00502353967378982	2.31292789887858	14	727	0.776015778457207	0.0192572214580468	1	0.776015778457207	AD	msigdbSetsPruned	1.33645130645218	4.00286597767061
myTestGenes	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.00542065957467686	1.81808287857791	25	992	0.776015778457207	0.0252016129032258	1	0.776015778457207	AD	msigdbSetsPruned	1.2040909883392	2.74516243821185
myTestGenes	REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.00547290056660352	4.05656985764903	6	571	0.776015778457207	0.010507880910683	1	0.776015778457207	AD	msigdbSetsPruned	1.73151784230012	9.50366124332113
myTestGenes	GO_CELLULAR_IRON_ION_HOMEOSTASIS	0.00547290056660352	4.05656985764903	6	571	0.776015778457207	0.010507880910683	1	0.776015778457207	AD	msigdbSetsPruned	1.73151784230012	9.50366124332113
myTestGenes	GO_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION	0.00556694904106613	10.1060168083063	3	531	0.776015778457207	0.00564971751412429	1	0.776015778457207	AD	msigdbSetsPruned	2.77304254251169	36.8301510575688
myTestGenes	GO_UROGENITAL_SYSTEM_DEVELOPMENT	0.00565463704833798	2.04024938165364	18	822	0.776015778457207	0.0218978102189781	1	0.776015778457207	AD	msigdbSetsPruned	1.25770519143558	3.30969257953587
myTestGenes	REACTOME_SELENOAMINO_ACID_METABOLISM	0.00625756111131984	2.87786153210542	9	627	0.813286615856388	0.0143540669856459	1	0.813286615856388	AD	msigdbSetsPruned	1.44902545376335	5.71562561338193
myTestGenes	GO_SYNAPTIC_MEMBRANE_ADHESION	0.00627482172542434	6.13174680497473	4	543	0.813286615856388	0.00736648250460405	1	0.813286615856388	AD	msigdbSetsPruned	2.10543625503915	17.8577331849065
myTestGenes	GO_BASIC_AMINO_ACID_TRANSPORT	0.00693435316647166	9.18464018406253	3	532	0.823691526171444	0.0056390977443609	1	0.823691526171444	AD	msigdbSetsPruned	2.5546643991233	33.0210165138112
myTestGenes	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	0.00698268734744727	1.47171103628365	54	1793	0.823691526171444	0.030117122141662	1	0.823691526171444	AD	msigdbSetsPruned	1.10404566665419	1.96181502245552
myTestGenes	GO_NEGATIVE_CHEMOTAXIS	0.0070378887516659	4.56251466412339	5	558	0.823691526171444	0.00896057347670251	1	0.823691526171444	AD	msigdbSetsPruned	1.78584331518203	11.6564201816435
myTestGenes	GO_DNA_METABOLIC_PROCESS	0.00706122182744487	1.58448411094183	38	1347	0.823691526171444	0.0282108389012621	1	0.823691526171444	AD	msigdbSetsPruned	1.13057177323417	2.22063734232917
myTestGenes	REACTOME_METABOLISM_OF_RNA	0.00743833873917943	1.67649528982043	30	1135	0.834828653494146	0.026431718061674	1	0.834828653494146	AD	msigdbSetsPruned	1.14957982685323	2.4449249988004
myTestGenes	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	0.00784850350256893	1.70156982246678	28	1085	0.834828653494146	0.0258064516129032	1	0.834828653494146	AD	msigdbSetsPruned	1.15216150414027	2.51296354749339
myTestGenes	GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	0.00803219162702941	2.58877770321698	10	652	0.834828653494146	0.0153374233128834	1	0.834828653494146	AD	msigdbSetsPruned	1.35278794515151	4.95404325614594
myTestGenes	GO_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	0.00821155183366534	5.61965181598987	4	545	0.834828653494146	0.0073394495412844	1	0.834828653494146	AD	msigdbSetsPruned	1.9428207961362	16.2549662818949
myTestGenes	REACTOME_LAMININ_INTERACTIONS	0.00821155183366534	5.61965181598987	4	545	0.834828653494146	0.0073394495412844	1	0.834828653494146	AD	msigdbSetsPruned	1.9428207961362	16.2549662818949
