Set	Reference	pval	odds.ratio	intersection	union	FDR_AdjP	Jaccard	Bonf_AdjP	BH_AdjP	name_full	group	OR.ci95.down	OR.ci95.up
myTestGenes	PID_FANCONI_PATHWAY	0.000410456753564412	12.7414071565838	4	179	1	0.0223463687150838	1	1	PD	msigdbSetsPruned	4.50488172336898	36.03722945437
myTestGenes	GO_PROTEIN_DEMETHYLATION	0.00098916712591492	17.3390419073172	3	160	1	0.01875	1	1	PD	msigdbSetsPruned	5.1442045621322	58.442927498803
myTestGenes	GO_DEMETHYLATION	0.0013559091654134	9.06330816551345	4	196	1	0.0204081632653061	1	1	PD	msigdbSetsPruned	3.2455704587826	25.309435104322
myTestGenes	GO_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.00170432113834905	8.48587516092044	4	200	1	0.02	1	1	PD	msigdbSetsPruned	3.04492033443997	23.6492483669432
myTestGenes	GO_CELLULAR_RESPIRATION	0.00177003824625995	5.02934926749419	6	298	1	0.0201342281879195	1	1	PD	msigdbSetsPruned	2.18676240916797	11.5670335050567
myTestGenes	PID_INTEGRIN_A4B1_PATHWAY	0.0019965504003771	13.2832910611202	3	167	1	0.0179640718562874	1	1	PD	msigdbSetsPruned	4.00507043936804	44.0556100287405
myTestGenes	GO_CELLULAR_COMPONENT_MORPHOGENESIS	0.00384550029756547	2.21434044710287	17	1210	1	0.0140495867768595	1	1	PD	msigdbSetsPruned	1.3274921204057	3.69365929959511
myTestGenes	GO_REGULATION_OF_LIPID_LOCALIZATION	0.00387000428319766	5.12119557119774	5	268	1	0.0186567164179104	1	1	PD	msigdbSetsPruned	2.06269157489116	12.7147676355052
myTestGenes	GO_MEMBRANE_DEPOLARIZATION	0.00388458224819744	6.67684836528954	4	217	1	0.0184331797235023	1	1	PD	msigdbSetsPruned	2.41104098887146	18.4900647889592
myTestGenes	GO_REGULATION_OF_MEMBRANE_POTENTIAL	0.00388485498890735	3.09798333630302	9	533	1	0.0168855534709193	1	1	PD	msigdbSetsPruned	1.56445849336463	6.1347110151642
myTestGenes	GO_MEMBRANE_REPOLARIZATION	0.00399661652646073	10.2167704177154	3	176	1	0.0170454545454545	1	1	PD	msigdbSetsPruned	3.11887499811422	33.4679645165061
myTestGenes	GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	0.00425356710225813	23.9880774048258	2	148	1	0.0135135135135135	1	1	PD	msigdbSetsPruned	5.26672034948793	109.257340317274
myTestGenes	GO_MITOCHONDRIAL_PROTEIN_PROCESSING	0.00425356710225813	23.9880774048258	2	148	1	0.0135135135135135	1	1	PD	msigdbSetsPruned	5.26672034948793	109.257340317274
myTestGenes	KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.00427266718802779	9.96127272321706	3	177	1	0.0169491525423729	1	1	PD	msigdbSetsPruned	3.04403768059369	32.5971504554292
